periodo;rama_sector;fbkf_$2004
2011;154. Elaboración de productos alimenticios n.c.p.; 1.720 
2011;155. Elaboración de bebidas; 466 
2011;160. Elaboración de productos de tabaco;-34 
2011;171. Fabricación de hilados y tejidos, acabado de productos textiles; 115 
2011;172. Fabricación de productos textiles n.c.p.; 77 
2011;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 36 
2011;181. Confección de prendas de vestir, excepto prendas de piel; 106 
2011;"182. Terminación y teñido de pieles; fabricación de artículos de piel";-0 
2011;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería";-13 
2011;192. Fabricación de calzado y de sus partes; 76 
2011;201. Aserrado y cepillado de madera; 54 
2011;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 102 
2011;210. Fabricación de papel y productos de papel; 553 
2011;221. Edición; 81 
2011;222. Impresión y servicios conexos; 366 
2011;223. Reproducción de grabaciones; 2 
2011;231. Fabricación de productos de hornos de coque; 2 
2011;232. Fabricación de productos de la refinación del petróleo; 142 
2011;233. Elaboración de combustible nuclear; 10 
2011;241. Fabricación de sustancias químicas básicas; 438 
2011;242. Fabricación de productos químicos n.c.p.; 2.635 
2011;243. Fabricación de fibras manufacturadas; 9 
2011;251. Fabricación de productos de caucho; 436 
2011;252. Fabricación de productos de plástico; 826 
2011;261. Fabricación de vidrio y productos de vidrio; 373 
2011;269. Fabricación de productos minerales no metálicos n.c.p.; 1.192 
2011;271. Industrias básicas de hierro y acero; 1.224 
2011;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 472 
2011;273. Fundición de metales; 39 
2011;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 228 
2011;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 735 
2011;291. Fabricación de maquinaria de uso general; 306 
2011;292. Fabricación de maquinaria de uso especial; 313 
2011;293. Fabricación de aparatos de uso doméstico n.c.p.; 232 
2011;300. Fabricación de maquinaria de oficina, contabilidad e informática; 75 
2011;311. Fabricación de motores, generadores y transformadores eléctricos; 74 
2011;312. Fabricación de aparatos de distribución y control de energía eléctrica; 60 
2011;313. Fabricación de hilos y cables aislados; 19 
2011;314. Fabricación de acumuladores y de pilas y baterías primarias; 25 
2011;315. Fabricación de lámparas eléctricas y equipo de iluminación; 7 
2011;319. Fabricación de equipo eléctrico n.c.p.; 30 
2011;321. Fabricación de tubos, válvulas y otros componentes electrónicos; 2 
2011;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos; 18 
2011;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 327 
2011;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 35 
2011;332. Fabricación de instrumentos de óptica y equipo fotográfico; 8 
2011;333. Fabricación de relojes; 1 
2011;341. Fabricación de vehículos automotores; 1.726 
2011;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 69 
2011;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 733 
2011;351. Construcción y reparación de buques y embarcaciones n.c.p.; 73 
2011;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías; 22 
2011;353. Fabricación y reparación de aeronaves; 65 
2011;359. Fabricación de equipo de transporte n.c.p.; 62 
2011;361. Fabricación de muebles y colchones; 268 
2011;369. Industrias manufactureras n.c.p.; 138 
2011;371. Reciclamiento de desperdicios y desechos metálicos; 29 
2011;372. Reciclamiento de desperdicios y desechos no metálicos; 7 
2011;E - Electricidad, gas y agua; 10.088 
2011;401. Generación, transporte y distribución de energía eléctrica; 8.161 
2011;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 522 
2011;403. Suministro de vapor y agua caliente; -   
2011;410. Captación, depuración y distribución de agua; 1.405 
2011;F - Construcción; 3.217 
2011;451. Preparación de terrenos para obras; 304 
2011;452. Construcción de edificios y sus partes y obras de ingeniería civil; 2.759 
2011;453. Instalaciones para edificios y obras de ingeniería civil; 106 
2011;454. Terminación de edificios y obras de ingeniería civil; 12 
2011;455. Alquiler de equipo de construcción o demolición dotado de operarios; 36 
2011;G - Comercio al por mayor y al por menor, reparación de vehículos automotores, motocicletas efectos personales y enseres domésticos; 8.363 
2011;501. Venta de vehículos automotores, excepto motocicletas; 374 
2011;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 43 
2011;503. Venta de partes, piezas y accesorios de vehículos automotores; 102 
2011;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 50 
2011;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 413 
2011;511. Venta al por mayor en comisión o consignación; 1.051 
2011;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 748 
2011;513. Venta al por mayor de artículos de uso doméstico y/o personal; 1.020 
2011;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 559 
2011;515. Venta al por mayor de máquinas, equipo y materiales conexos; 324 
2011;519. Venta al por mayor de mercancías n.c.p.; 177 
2011;521. Venta al por menor excepto la especializada; 282 
2011;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 179 
2011;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 3.019 
2011;524. Venta al por menor de artículos usados excluidos automotores y motocicletas; 1 
2011;525. Venta al por menor no realizada en establecimientos; 12 
2011;526. Reparación de efectos personales y enseres domésticos; 9 
2011;H - Servicios de hotelería y restaurantes; 697 
2011;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 354 
2011;552. Servicios de expendio de comidas y bebidas; 342 
2011;I - Servicios de transporte, de almacenamiento y de comunicaciones; 12.076 
2011;601. Servicio de transporte ferroviario; 741 
2011;602. Servicio de transporte automotor; 4.584 
2011;603. Servicio de transporte por tuberías; 40 
2011;611. Servicio de transporte marítimo; 165 
2011;612. Servicio de transporte fluvial; 3 
2011;621. Servicio de transporte aéreo de cargas; 22 
2011;622. Servicio de transporte aéreo de pasajeros;-2.771 
2011;631. Servicios de manipulación de carga; 40 
2011;632. Servicios de almacenamiento y depósito; 346 
2011;633. Servicios complementarios para el transporte; 1.748 
2011;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 112 
2011;635. Servicios de gestión y logística para el transporte de mercaderías; 133 
2011;641. Servicios de correos; 13 
2011;642. Servicios de telecomunicaciones; 6.900 
2011;J - Intermediación financiera y otros servicios financieros; 5.613 
2011;651. Intermediación monetaria y financiera de la banca central;-3 
2011;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 1.605 
2011;659. Servicios financieros excepto los de la banca central y las entidades financieras; 3.549 
2011;661. Servicios de seguros; 324 
2011;662. Servicios de administración de fondos de jubilaciones y pensiones;-2 
2011;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 103 
2011;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 37 
2011;K - Servicios inmobiliarios, empresariales y de alquiler; 5.821 
2011;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 3.070 
2011;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 322 
2011;711. Alquiler de equipo de transporte; 184 
2011;712. Alquiler de maquinaria y equipo n.c.p.; 217 
2011;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 6 
2011;721. Servicios de consultores en equipo de informática; 3 
2011;722. Servicios de consultores en informática y suministros de programas de informática; 192 
2011;723. Procesamiento de datos; 83 
2011;724. Servicios relacionados con bases de datos; 36 
2011;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 2 
2011;729. Actividades de informática n.c.p.; 193 
2011;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 68 
2011;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades;-0 
2011;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 238 
2011;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 103 
2011;743. Servicios de publicidad; 105 
2011;749. Servicios empresariales n.c.p.; 999 
2011;L - Administración pública, defensa y seguridad social obligatoria; 1 
2011;751. Servicios de la administración pública; 6 
2011;752. Prestación pública de servicios a la comunidad en general; 1 
2011;753. Servicios de la seguridad social obligatoria;-6 
2011;M - Enseñanza; 145 
2011;801. Enseñanza inicial y primaria; 43 
2011;802. Enseñanza secundaria; 58 
2011;803. Enseñanza superior y formación de posgrado; 44 
2011;809. Enseñanza para adultos y servicios de enseñanza n.c.p.;-0 
2011;N - Servicios sociales y de salud; 1.148 
2011;851. Servicios relacionados con la salud humana; 1.131 
2011;852. Servicios veterinarios; 1 
2011;853. Servicios sociales; 16 
2011;O - Servicios comunitarios, sociales y personales n.c.p.; 3.165 
2011;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 201 
2011;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 269 
2011;912. Servicios de sindicatos; 690 
2011;919. Servicios de asociaciones n.c.p.; 829 
2011;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.; 233 
2011;922. Servicios de agencias de noticias; 22 
2011;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 17 
2011;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 743 
2011;930. Servicios n.c.p.; 160 
2011;Otras actividades;-4 
2012;Reproductiva Privada Total; 95.422 
2012;A - Agricultura, ganadería, caza y silvicultura; 7.090 
2012;011. Cultivos agrícolas; 3.621 
2012;012. Cría de animales; 3.037 
2012;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 306 
2012;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos;-1 
2012;020. Silvicultura, extracción de madera y servicios conexos; 126 
2012;B - Pesca y servicios conexos; 382 
2012;050. Pesca y servicios conexos; 382 
2012;C - Explotación de minas y canteras; 22.227 
2012;101. Extracción y aglomeración de carbón; 2 
2012;102. Extracción y aglomeración de lignito; -   
2012;103. Extracción y aglomeración de turba; 1 
2012;111. Extracción de petróleo crudo y gas natural; 21.375 
2012;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 1.348 
2012;120. Extracción de minerales y concentrados de uranio y torio;-0 
2012;131. Extracción de minerales de hierro; 6 
2012;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 993 
